id,기업명,기업링크,공고제목,공고링크,태그,공고내용,공고내용이미지url
rec-50219986,(주)아이캠퍼,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=Tllkd2tXNTFLeXlkT3ZlRVQwbGxPUT09,[아이캠퍼] 수출입지원팀 경력 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50219986,"['선적', '수출입', 'FTA']","모집부문 담당업무 자격요건 및 우대사항 근무지
수출입지원팀
(팀원)
[담당업무]
ㆍ화물선적 및 부킹
ㆍ물류창고 재고 관리
ㆍ이카운트 주문서 입력
ㆍ수출서류 작업 (CI, PL)
ㆍ보험증권 작성
ㆍBL 관리 (확인 및 전달)
ㆍ컨테이너 출하 관리
ㆍ선적 대금 입금 확인 (선금 및 잔금)
ㆍ국가별 FTA 관리

[필수역량]
ㆍ연관경력 : 5년 이상 10년 이하
ㆍ학력 : 전문대졸 이상
ㆍ수출업무 및 수출서류 전반에 대한 지식
ㆍ물류비 관리 및 절감 능력 
   (내륙운송비, 해상운송비, 항공운송비, 
    창고비)
ㆍ해상 및 항공 운송 시스템에 대한 
    이해와 경험
ㆍ3PL 에 대한 이해와 경험
ㆍMS Office 중상
 [우대사항]
ㆍ선사, 포워딩 회사 업무 경력 우대
ㆍ대기업 물류팀 업무 경력 우대


서울
마포



 ","['https://pds.saramin.co.kr/recruit/recruit/202503/12/sszijs59_zmh6-vb8kze_recruit.PNG', 'https://www.saraminimage.co.kr/?url=http://goyechan.dothome.co.kr/img/BasicPage/part.png', 'https://www.saraminimage.co.kr/?url=http://goyechan.dothome.co.kr/img/BasicPage/newpage_03(region).png', 'https://www.saraminimage.co.kr/?url=http://goyechan.dothome.co.kr/img/BasicPage/button_home(2).png', 'https://www.saraminimage.co.kr/?url=http://goyechan.dothome.co.kr/img/BasicPage/newpage_03.png', 'https://pds.saramin.co.kr/recruit/recruit/202409/30/sklmzi_1cbu-vb8kze_recruit.jpg', 'https://pds.saramin.co.kr/recruit/recruit/202409/30/sklmzu_mqap-vb8kze_recruit.jpg']"
rec-50219987,(사)국가무형문화재기능협회,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=YzVrSEdzTU9RcWRuSk9ZcWo3Qm1EUT09,제 45회 전통공예명품전 전시사업관련 계약직 채용 공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50219987,"['큐레이터', '공연예술', '문화재']","제 45회 전통공예명품전 전시사업관련 계약직 채용 공고
모집부문 및 상세내용
공통 자격요건
ㆍ학력 : 대졸 이상 (4년)
제45회 전통공예명품전 단기계약직원 모집 사무국 및 전시장 1명
지원자격
ㆍ경력 : 무관 (신입도 지원 가능)(팀원급)
우대사항
ㆍ컴퓨터활용능력 우수, 해당직무 근무경험, 문서작성 우수자, 엑셀 고급능력자
근무조건
ㆍ 근무형태 : 계약직-2개월
ㆍ 근무일시 : 주 5일(월~금) 오전 9시~오후 6시 
4월 1일 ~ 5월 31일(2개월)
ㆍ 근무지역 : (135-090) 서울 강남구 삼성동 112-2번지 국가무형문화재전수교육관 407호 - 서울 9호선 선정릉 에서 100m 이내
전형절차
서류전형
1차면접
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2025년 3월 12일 (수) 09시 ~ 2025년 3월 27일 (목) 24시
ㆍ 접수방법 : 사람인 입사지원
ㆍ 이력서양식 : 사람인 온라인 이력서
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.",
rec-50219983,(주)조선호텔앤리조트 MOTT32 SEOUL,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=YWoyYWQ2Z1dsYTMyOGE4V0x6aFJhUT09,(주)조선호텔앤리조트 호경전 중식조리 부문 신입/경력 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50219983,"['조리사', '주방보조', '백화점', '식당', '주방']",,['https://file2.jobkorea.co.kr/Net/Mng/DownImage/CorpEditor?file_No=1227835']
rec-50219973,(주) 유라인홀딩스,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=SUIrMEg3OXZrK1JGMGdRSzB2aU0ydz09,"해외마케팅(일본,중국) 담당자 채용",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50219973,"['성형외과', '피부과', '비만클리닉', '해외시장개척', '해외영업']",,['https://pds.saramin.co.kr/recruit/recruit/202502/07/srazyh3_9dmk-3yayw3_recruit.jpg']
rec-50219972,(주)맨토스파워,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=WW5hU1o4NEUrZGtoWTdsN0JLelBsQT09,[국내 top5 식품대기업] 해외사업기획 (경력 4년 이상),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50219972,"['사업기획', '전략기획', '사업개발', '신사업기획', '신사업발굴']","해외사업기획 
모집부문 및 상세내용
추천회사
ㆍ국내 TOP5 식품대기업 
해외사업기획 0명
[직무]
해외사업기획 

[담당업무]
- 글로버 사업 전략 및 중장기 계획 수립 업무
- 해외법인/지역의 사업 성장 전략 수립 업무
- 현지화 사업 추진 및 사업 역량 강화 위한 과제 실행 업무
- 해외 신규 사업 기획/발굴 및 사업 조사(신시장/신국가 관련 MI기능 주도적 수행)업무
 [자격요건]
- 학력 : 학사 / 전공 : 무관
- 관련 업무(해외 사업전략, 해외 사업관리. 해외업인 주재원) 경력 4년 이상

[우대사항]
- 식품/소비재 산업 해외사업 전략/기획, M&A 업무 경험 보유자
- 글로벌 사업전략/해외영업 업무 및 주재원 경험 보유자

[근무지]
서울 
근무조건
ㆍ 근무형태 : 정규직(수습기간)-3개월
전형절차
서류전형
1차면접
최종합격
접수기간 및 방법
ㆍ 접수기간 :  채용시 마감
ㆍ 접수방법 : 사람인 입사지원
ㆍ 이력서양식 : 사람인 온라인 이력서
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.

=============================
김주현 부장 / 팀장
헤드헌팅사업부 Sr.Consultant
(주)맨토스파트너/파워(www.mantp.co.kr)
직통 : 02)335-8090
Fax : 02)335-3341

Mobile : 010-3514-3599
e-mail : tender3599@naver.com
Profile: https://www.linkedin.com/in/joo-hyun-kim-138b17b2",
rec-50219970,㈜골드윙파트너스,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=NC81MGl4VGhYSEpWRTluN2tuR0VqQT09,Partnership Manager (Contents),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50219970,"['영업관리', '솔루션기술영업', '시스템영업', '영업마케팅', '영업전략']","Goldwing Partners has been providing Executive Search Service to the successful companies around the world since 2001.
As a global premier executive search firm, we excel in finding uniquely qualified leaders for clients in all major markets.

[Main Purpose]
 Managing and enhancing relationships with existing partners
 Developing strategies for partnership growth and integration
 Identifying and negotiating deals with new partners
 Set up and conduct meetings to present business cases to join partnership
 Oversee partnership performance and ensuring alignment with business goals
 Provide strategic business insight and guidance
 Opportunity for Hybrid work

[Requirements]
 Bachelor’s degree from university.
 Experience of more than 6 years in Contents Business Industry
 Proven Track record of Sales, Business Development or Partnership experience
 Strong commercial awareness with the ability to identify and develop opportunities
 Excellent verbal and written communication skills
 Hybrid work ability
 Fluent level of English

[To apply this position]
1. Resume written in Korean and English
2. Send to goldwing@goldwingp.com
3. Tel: +82-51-636-9393

* We thank all candidates for applying, however, only qualified candidates will be contacted for an interview. All resumes not contacted will be kept on file confidentially for future positions.
함께하기 위한 방법
접수기간 : 2025년 03월 12일 (수)09시 00분 ~ 채용시 마감
접수방법 : 사람인 입사지원
이력서양식 : 자유양식
함께하기 위한 여정
서류전형
1차면접
최종합격",
rec-50219959,샤져스피씨씨코리아(주),https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=SjQ4dGpXSXBtWENyaC9YS3BuU25Ddz09,심지 섬유/원단 테스터,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50219959,"['시료분석', '실험보조', '품질검사원', 'QA', 'QC']","  샤져스피씨씨코리아(주)
심지(섬유/원단)
Test Technician 채용
[CHARGEURS PCC KOREA]
함께 성장하며 나아갈 열정 있는 인재를 모집합니다.
  모집부문
모집부문 담당업무 자격요건 및 우대사항 모집인원
심지(원단/섬유)
테스트 업무
Technical Team ㆍ심지(interlining)의 이해 및 원단에 대한
   심지 접착 테스트
ㆍTest Result 적합성 판단 및 Report 작성
ㆍQuality Control & Inventory Management
ㆍSample preparation 지원자격
ㆍ학력 : 무관
ㆍ경력무관
ㆍ긍정적인 마인드
ㆍ운전가능자
ㆍ동료간 원활한 의사소통

우대사항
ㆍ동종업계 유경험자
ㆍ영어 회화 및 문서 작성 가능자 1명
근무조건
ㆍ근무형태 : 정규직(수습기간)-3개월
ㆍ급여조건 : 면접 후 결정
ㆍ근무일시 : 주 5일(월~금) 09:00~18:00
ㆍ근무지역 : (137-060) 서울 서초구 방배동 935-40 텔콤빌딩 4층 - 서울 7호선 내방에서 200m 이내
복리후생
지원금/보험
건강검진, 각종 경조사 지원, 통신비 지원   급여제도
인센티브제, 퇴직금, 연차수당, 4대 보험
선물
명절선물/귀향비   교육/생활
신규 입사자 교육(OJT), 자기계발비 지원,
저녁식사 제공, 식비 지원, 음료제공(차, 커피)
근무환경
공기청정기, 사무용품 지급   조직문화
회식강요 안함, 야근강요 안함, 자유복장
출퇴근
회사차량 있음   리프레시
연차, 경조휴가제, 반차, 근로자의 날 휴무,
산전 후 휴가, 육아휴직
전형절차
접수기간 및 방법
ㆍ접수기간 : 채용시 마감
ㆍ접수방법 : 사람인 온라인 입사지원
ㆍ이력서양식 : 자유양식
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.","['https://www.saraminimage.co.kr/recruit/bbs_recruit9/38_06blevel_img_240621.png', 'https://www.saraminimage.co.kr/recruit/os_sk_01/13_btem_icon_240821_01.png', 'https://www.saraminimage.co.kr/recruit/bbs_recruit6/218_bene01_icon20.png', 'https://www.saraminimage.co.kr/recruit/bbs_recruit6/218_bene01_icon08.png', 'https://www.saraminimage.co.kr/recruit/bbs_recruit6/218_bene01_icon04.png', 'https://www.saraminimage.co.kr/recruit/bbs_recruit6/218_bene01_icon01.png', 'https://www.saraminimage.co.kr/recruit/bbs_recruit6/218_bene01_icon09.png', 'https://www.saraminimage.co.kr/recruit/bbs_recruit6/218_bene01_icon37.png', 'https://www.saraminimage.co.kr/recruit/bbs_recruit6/218_bene01_icon28.png', 'https://www.saraminimage.co.kr/recruit/bbs_recruit6/218_bene01_icon33.png', 'https://www.saraminimage.co.kr/recruit/bbs_recruit9/38_bblue_step4_240705.png', 'https://www.saraminimage.co.kr/recruit/bbs_recruit7/watermark_match_basic.png']"
rec-50219956,(주) 유라인홀딩스,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=SUIrMEg3OXZrK1JGMGdRSzB2aU0ydz09,마케팅 PM 담당자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50219956,"['AE(광고기획자)', '병원마케팅', '마케팅기획', '마케팅전략', '블로그마케팅']",,['https://pds.saramin.co.kr/recruit/recruit/202502/07/srb00m43_tbcs-3yayw3_recruit.jpg']
rec-50219957,(주)맨토스파워,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=WW5hU1o4NEUrZGtoWTdsN0JLelBsQT09,[코스닥/ 최첨단 미용의료기제조] 품질 팀장(경력 10년이상),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50219957,"['품질분석', '품질관리', '품질보증', '품질시스템진단및개선', '품질경영혁신활동']","*추천회사
- 코스닥상장사
- 최첨단&차세대 미용의료기기(집속초음파 장비 및 피코레이저 개발) 제조기업

[직무]
품질

[담당업무]
생산공장 품질정책 기획 및 추진 
공장 내 품질시스템 전반에 대한 진단 및 개선업무
품질경영 혁신활동 체계 정립 및 인증관리 f/u
고객불만사항 파악, 분석 및 개선책 관리 (시정조치 및 재발방지 포함)

[자격사항 및 우대사항]
학사이상
관련경력 10년이상
미용, 의료기기 및 소형가전제품 등 전자완제품 품질관리 경력보유자
ISO13485 품질규격 경력 보유자

[기타사항]
근무지: 오송
직책: 팀장(과차장)



____________________________
김주현 부장 / 팀장
헤드헌팅사업부 Sr.Consultant
(주)맨토스파트너/파워(www.mantp.co.kr)
직통 : 02)335-8090
Fax : 02)335-3341
Mobile : 010-3514-3599
e-mail : tender3599@naver.com",
rec-50219954,(주) 유라인홀딩스,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=SUIrMEg3OXZrK1JGMGdRSzB2aU0ydz09,병원마케팅/ 바이럴마케팅 / 온라인마케팅 (경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50219954,"['AE(광고기획자)', '원고작성', '병원마케팅', '마케팅기획', '마케팅전략']",,['https://pds.saramin.co.kr/recruit/recruit/202502/07/srazzu11_bvj1-3yayw3_recruit.jpg']
rec-50219941,베스트네트워크㈜,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=ZmQ1SjQ3dzZUUVR0RTJUbUpkakgvQT09,31. Game PR [대형 글로벌 게임사],https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50219941,['홍보'],"31. Game PR [대형 글로벌 게임사]
모집부문 및 상세내용
공통 자격요건
ㆍ학력 : 대졸 이상 (4년)
게임 PR 0명
주요업무
ㆍ 글로벌 퍼블리싱 게임에 대한 커뮤니케이션 메시지 기획 및 실행 지원
ㆍ 글로벌 타겟 국가 및 유저에게 효과적으로 전달하는 ‘글로벌 미디어 커뮤니케이션 전략’을 수립
ㆍ 담당 퍼블리싱 조직 및 유관 부서와의 협업 및 커뮤니케이션 업무
ㆍ 게임 PR 관련 매체 관리 및 협력 지원
ㆍ 게임 PR 트랜드 리서치 및 데이터 관리
지원자격
ㆍ경력 : 게임 PR 경력 3~5년(Team Member) / 5~10년(Team Lead)
ㆍ국내 미디어 네트워크 보유
ㆍ뛰어난 커뮤니케이션 스킬 및 탁월한 문제해결능력
ㆍ비즈니스 레벨의 영어구사 가능하신 분
ㆍ해외 출장에 결격 사유가 없는 분
우대사항
ㆍ글로벌 환경에서의 업무 경험을 보유하신 분
ㆍ코어 게이머
근무조건
ㆍ 근무형태 : 정규직
전형절차
서류전형
1차면접
2차면접
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2025년 3월 12일 (수) 09시 ~ 채용시
ㆍ 접수방법 : 사람인 입사지원
ㆍ 이력서양식 : 자유양식
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.

당사내 오픈된 모든 포지션은 아래 링크를 통해 확인 가능합니다.
많은 방문 부탁드립니다, 감사합니다.
https://blog.naver.com/bestnetwork__inc",
rec-50219939,(주)이노스트,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=Zi84UWlXTDBMMG85K0JqakhsQXhBdz09,(양재역) 공공 IT 네트워크 정보보호 유지보수 장기즉시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50219939,"['유지보수', '정보보안', '네트워크', '방화벽']","(양재역) 공공 IT 네트워크 정보보호 유지보수 장기즉시
2009년 08월 05일에 설립된 시스템 소프트웨어 개발 및 공급업업종의 소프트웨어개발및공급사업을 하는 중소기업, 주식회사기업 입니다.
모집부문 및 상세내용
공통 자격요건
담당업무
담당업무
 4월 1일 부터 출근 투입 
ㆍ통신망 유지관리
                     - 외교부 및 연계기관, 국가정보자원관리원 등에 설치?운영 중인                   
                     여권통망 내 네트워크 장비 일체 유지관리
                      유지관리 대상(스위치 등)의 정기 및 수시 점검
                     상시 모니터링 및 장애 대응
-                    시스템 장애 처리 및 내역관리, 후속 모니터링
ㆍ- 여권과 및 관련기관 연계에 필요한 정보보호시스템 운영 및 유지?관리
-                     
        네트워크 장비 및 정보시스템 운영자(인력 최소 요건 )
- 관련학과 졸업(또는 관련증 취득)후 동일분야 또는 유사분야에서 5년이상의 실무 경력을 보유하거나 이에 상응하다고 인정되는 자로 네트워크장비,
스킬
ㆍCISCO, IBM
관련자격증 및 정보처리기사등 필수 

자격요건
ㆍ학력 : 학력무관
ㆍ경력 : 경력6년이상자 
단가 반프리 운영장기근무 500만원  연봉 6000만원 수준



우대사항
ㆍ주5일 근무 9시출근 6시 퇴근 칼퇴근 
ㆍ장기근무 가능자
ㆍ즉시출근 가능자
ㆍ유관업무 경력자
네트워크 장비 및 정보시스템 운영 00명
지원자격
ㆍ경력 : 경력 6년 ~ 13년
ㆍ기타 필수 사항
- 정보처리기사
우대사항
ㆍ인근거주자, 해당직무 근무경험, 문서작성 우수자
근무조건
ㆍ 근무형태 : 정규직, 계약직(기간제,무기계약직/정규직 전환가능)-1년, 프리랜서
ㆍ 근무일시 : 주 5일(월~금)
ㆍ 근무지역 : (06735) 서울 서초구 남부순환로 지하 2585 양재역(서초동) - 신분당선 양재 에서 100m 이내
전형절차
서류전형
1차면접
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2025년 3월 12일 (수) 09시 ~ 2025년 4월 11일 (금) 24시
ㆍ 접수방법 : 사람인 입사지원
ㆍ 이력서양식 : 자유양식
ㆍ 제출서류 : 기술이력서, 코사
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.",
