id,기업명,기업링크,공고제목,공고링크,태그,경력,학력,근무형태,급여,근무지역,지원시작일,지원마감일,지원방법,접수양식,담당자,연락처,refined_content_revised
rec-50310270,교학모터스(주),https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=amE2UHdGYldyK2p0ckxnZ1JDMEc0dz09,벤츠 교학모터스 동대문전시장 최강 영업 1팀 영업사원 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50310270,"['자동차딜러', '자동차영업']",경력 3~10년,대졸(4년제) 이상,프리랜서,면접 후 결정,서울 성동구,2025.03.22 13:00,,사람인 입사지원,사람인 이력서 양식,이진우,010-6396-9342,"[채용 공고 내용]  
채용인원: 해당 사항 없음  
근무형태: 정규직  
근무일시: 해당 사항 없음  
근무지역: 동대문 전시장  
전형절차: 서류전형 → 1차 면접 → 최종 합격  
접수방법: 사람인 입사지원  

[채용 공고 주요 내용]  
- 주요 업무: 고객 영업 및 차량 판매  
- 자격 요건: 경력직 및 신입 모두 지원 가능  
- 우대 사항: 열정과 노력  

[그 외]  
- 그 외 정보:  
  - 팀은 자유로운 분위기에서 높은 팀워크를 자랑하며, 판매 실적 1등을 목표로 하고 있습니다.  
  - 연 2회 해외 회사 워크숍과 연 1회 국내 팀 워크숍이 있으며, 인센티브 제도가 있습니다.  
  - 서비스센터 및 인증 중고 사업부가 함께 있어 세일즈에 유리합니다.  
  - 접수기간: 2025년 03월 22일 (토) 13시 00분부터 상시채용.  
  - 이력서 양식은 사람인 이력서 양식입니다.  "
rec-50305768,"
(주)에듀인애스크
관심기업 등록 ",,"[목동]전화,화상영어,이러닝 교육운영 신입/경력 매니저",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50305768,"['학습매니저', '교육운영']",경력 4년 ↑,"대졸(2,3년제) 이상(예정자 가능)","정규직, 계약직",면접 후 결정,서울 양천구,2025.03.21 17:00,2025.04.20 23:59,사람인 입사지원,사람인 이력서 양식,,02-745-7333,"[채용 공고 내용]  
채용인원: 해당 사항 없음  
근무형태: 정규직  
근무일시: 해당 사항 없음  
근무지역: 목동  
전형절차: 서류전형 > 면접 > 최종합격  
접수방법: 사람인 입사지원  

[채용 공고 주요 내용]  
- 주요 업무: 기업, 지자체, 학교 대상 교육과정 학습 설계, 교육과정 운영 및 성과 관리, 학습자, 강사 커뮤니케이션  
- 자격 요건: 원활한 커뮤니케이션 스킬 보유자, OA 활용 능력 우수자  
- 우대 사항: 교육 유관 업종 경력자, 화상영어 및 온라인 교육 운영 경력자  

[그 외]  
- 그 외 정보:   
    - 법적 복지 혜택: 분기 보너스, 퇴직금, 4대보험, 자유로운 연차 및 반차(미사용 시 수당 지급), 여름휴가, 성과휴가, 경조금, 카페테리아(캡슐커피, 간식), 영어교육 지원  
    - 접수기간: 2025년 03월 21일 (금) 17시 00분 ~ 2025년 04월 20일 (일) 23시 59분  
    - 이력서 양식: 사람인 이력서 양식  
    - 유의사항: 허위사실이 발견될 경우 채용이 취소될 수 있음  "
rec-50310477,(주)베스트에치알 (Best HR),https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=enJOQ0VzSnNOZ1djOGVzbTBUcjZadz09,ㅣ일본계ㅣ물류자동화 검토/ 제안 (선임-부장급),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50310477,['설계엔지니어'],경력 2~12년,대졸(4년제) 이상,정규직,"연봉 8,500 만원 (주 40시간)",서울 영등포구,2025.03.22 17:00,,사람인 입사지원,사람인 이력서 양식,한용희 이사,02-566-7487,"[채용 공고 내용]  
채용인원: 해당 사항 없음  
근무형태: 정규직  
근무일시: 해당 사항 없음  
근무지역: 본사(삼성동)  
전형절차: 1차: 서류 전형, 2차: 실무/임원 면접  
접수방법: e-mail 접수 (jphilip@besthr.co.kr)  

[채용 공고 주요 내용]  
- 주요 업무: 물류자동화 검토, 설계 및 제안(System Engineering), 고객사 협의, 시스템 플로우 검토, 설비 사양 선정 및 능력 계산, Layout 및 Modeling 작성, 설비 원가 검토, 제안서 및 납입 사양서, 제작 사양서 작성, 협력사 제작 사양 협의 및 승인, 현장 문제점 검토 및 대응  
- 자격 요건: 학사 이상, 관련 경력 3년 이상, 물류 자동화 System Engineering 유경험자, 설비 사양 선정 및 능력 계산 가능자, 물류 자동화 설비 설계 유경험자, CAD(AutoCAD, Inventor 등 3D) 가능자  
- 우대 사항: 물류자동화 설비 설계 유경험자, 일본어 가능자 (우대사항일 뿐, 일본어 미가능자도 지원가능)  

[그 외]  
- 그 외 정보:  
  - 제출서류: 국문 이력서(자기소개서, 경력기술서 포함, MS 워드 파일), 이력서 제출 시 최종연봉, 희망연봉, 연락처 필수 기재  
  - 제출기한: 선착순 E-mail 접수 분에 한함  
  - 전화문의: 02-525-9912 / 010-3828-3261 (Philip 상무)  
  - 개인정보 보호 안내: 보내주신 이력서는 개인의 동의 없이 이용되지 않으며 비밀보장을 원칙으로 함. 지원자는 비용 부담이 없음."
rec-50306142,커리어위즈,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=STQ2clFrdUtFb292cWZjcG9ma2pBUT09,해외영업/글로벌 커팅머신 기업,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50306142,"['기술영업', '기계판매', '장비영업', '해외시장개척', '해외영업']",무관(신입포함),학력무관,정규직,면접 후 결정,서울 금천구,2025.03.21 17:00,,사람인 입사지원,사람인 이력서 양식,박장원,010-4365-3890 / 010-4365-3890,"[채용 공고 내용]  
채용인원: 해당 사항 없음  
근무형태: 정규직  
근무일시: 해당 사항 없음  
근무지역: 부산  
전형절차: 서류 및 면접  
접수방법: 이력서 제출 (비상연락처, 최종연봉 및 희망연봉 기재)  

[채용 공고 주요 내용]  
- 주요 업무: 커팅머신(레이져, 플라즈마, 가스) & Parts 대상 Direct/Indirect Sales, Total Control of Sales Activities, Distributor Control  
- 자격 요건: 경력 3~12년, 4년제 대학 이상, 레이저/플라즈마 절단장비 관련 경력, 영어 비즈니스 가능자  
- 우대 사항: 트럼프, 바이스트로닉 등 유럽 장비업체 경력자  

[그 외]  
- 그 외 정보:  
  1. 사업내용: 커팅머신, 특수용접봉, LPG충전소 장비 도매, 무역, 중개 및 장비 제조  
  2. 복지: 자녀 학자금 지원, 성과급, 중식 제공 등 다양한 복지 혜택 제공  
  3. 영업 지역: 주 영업 지역은 동남아  "
rec-50306134,커리어위즈,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=STQ2clFrdUtFb292cWZjcG9ma2pBUT09,패션 브랜드 유통영업/할인마트/코스피 상장 글로벌 패션기업,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50306134,"['영업관리', '영업직', '영업판촉', '의류판매', '거래처관리']",무관,"대졸(2,3년제) 이상",정규직,면접 후 결정,서울 금천구,2025.03.21 17:00,,사람인 입사지원,사람인 이력서 양식,박장원,010-4365-3890 / 010-4365-3890,"[채용 공고 내용]  
채용인원: 해당 사항 없음  
근무형태: 정규직  
근무일시: 해당 사항 없음  
근무지역: 서울  
전형절차: 서류 및 면접  
접수방법: 이메일(이력서 제출 시 비상연락처, 최종연봉, 희망연봉 기재)  

[채용 공고 주요 내용]  
- 주요 업무: 대형 할인마트 유통영업 담당, 유통바이어 소통 및 신규 출점, 동매장 관리, 직영/중간관리 매장 인원 관리, 월별 매출활성화 방안 및 유통망 분석, 프로모션 기획 및 시장조사를 통한 경쟁사 분석  
- 자격 요건: 5년 이상 경력, 4년제 대졸 이상, 패션 및 유통영업 경력  
- 우대 사항: 직영/중간관리자 관리 경험자 우대  

[그 외]  
- 그 외 정보:  
  - 기업정보: 코스피 상장 글로벌 패션 기업, 의류 및 악세사리 도매 및 제조 사업  
  - 복지: 업계 상위레벨  
  - 제출서류: 이력서에 비상연락처(이메일 및 휴대폰), 최종연봉 및 희망연봉 기재  
  - 담당컨설턴트 정보: (주)커리어위즈 수석 컨설턴트 james, 연락처 010-4365-3890, 이메일 jangwonpark33@gmail.com  "
rec-50310861,휴머레인컨설팅,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=SXZkaDFZZjhxbDlaVnpzWWh2bzhWZz09,긴급) IR담당 (8년 이상) - 국내 대기업 - 최우대,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50310861,"['CFO', 'IR/공시', '외부감사', '재무제표', 'IPO']",경력 8년 ↑,대졸(4년제) 이상,정규직,면접 후 결정,"서울 강남구, 서울전체, 영등포구, 종로구, 중구",2025.03.23 08:00,2025.04.22 23:59,사람인 입사지원,사람인 이력서 양식,Jamie,010-4287-4401,"[채용 공고 내용]  
채용인원: 해당 사항 없음  
근무형태: 정규직  
근무일시: 해당 사항 없음  
근무지역: 서울  
전형절차: 서류전형 후 면접전형  
접수방법: 이메일 접수 (jamie @ humarain.co.kr)  

[채용 공고 주요 내용]  
- 주요 업무: IR 이벤트 기획 및 실행(실적 발표, 주총, Investor Day, 라인투어 등), 투자자/애널리스트 미팅, 주가 동향 분석, 시장 정보 관리, Market Intelligence 및 자본시장 인사이트 도출, 기업 가치 제고 계획 실행 및 관리  
- 자격 요건: 학사(4년제 대졸) 이상, 상장사 IR 또는 증권사 리서치 업무 합산 경력 8~12년, 영어 IR 가능자  
- 우대 사항: 반도체/이차전지 산업 이해  

[그 외]  
- 그 외 정보:  
  - 회사소개: 2차전지?반도체?친환경 분야 소재 기업  
  - 연봉: 협의 가능 (적임자 최우대)  
  - 제출서류: 국문이력서, 경력기술서, 자기소개서 (MS WORD로 작성 후 1개의 파일로 송부)  
  - 문의처: Jamie (010-4287-4401)  
  - 특별한 요청: 이력서에는 사진, 생년월일, 업무상 강점, 주요 업무 성과, 경력 업체 소개(매출, 인원, 업종 등), 현재/희망 연봉, 이직 가능 시기 기재 필요  
  - 유의사항: 이력서 기재내용 및 제출서류에 허위 사실이 확인될 경우 합격 취소 가능, 지원이력서 검토 후 적임자에 한해 개별 연락transparenc  "
rec-50310124,"
에이치알포유(주)
관심기업 등록 헤드헌팅
",,[글로벌 BIG4 컨설팅펌] Operation 컨설턴트 (3년 이상),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50310124,"['스마트팩토리', '품질분석', '컨설턴트', '경영컨설팅', '경영혁신(PI)']",무관(신입포함),학력무관(예정자 가능),정규직 수습기간 3개월,면접 후 결정,서울 금천구,2025.03.22 14:00,2025.03.28 23:59,사람인 입사지원,사람인 이력서 양식,강맹성 상무,070-4471-2161 / 010-4477-7430,"[채용 공고 내용]  
채용인원: 해당 사항 없음  
근무형태: 정규직  
근무일시: 해당 사항 없음  
근무지역: 서울  
전형절차: 서류전형-1차 실무면접-2차 파트너면접-3차 본부장면접-4차 HR면접-최종합격  
접수방법: 국문이력서 및 자기소개서 제출  

[채용 공고 주요 내용]  
- 주요 업무: R&D, 제조, 품질, SCM, CRM, PLM 등 각 분야별 Operation 컨설팅 전 영역  
- 자격 요건: 4년제 대졸 이상, OA(PPT, Excel) 우수자, 소통 역량, 장표 작성 역량, 리포팅/발표 역량 우수자  
- 우대 사항: 글로벌 컨설팅펌에서 관련 업무 경험자, 대기업의 컨설팅 프로젝트 경험자, 수도권 우수대학 이상 또는 외국 대학 출신, 이직률이 낮은 인재, 프로젝트 수행에 따른 지방 근무 가능자  

[그 외]  
- 그 외 정보 :  
  - 회사 소개: 글로벌 BIG4 컨설팅펌  
  - 채용시기: ASAP  
  - 처우: 협의 가능  
  - 복리후생: 연휴예고제, 유연근무제도, 선택적 복리후생제도, 입원비 지원제도, 정기 건강검진, 동호회 활동지원 등  
  - 담당 컨설턴트: 에이치알포유(주) 강맹성 상무 (meskang@naver.com / 010-4477-7430)"
rec-50310488,(주)맨파워코리아,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=aDJMWlBEMm0wT2laRVJ2dW50MEwrQT09,풍력발전기 기계부품 개발(설계 또는 구조해석)  10년 이상 경력,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50310488,"['제품설계', '구조해석/설계', '기계설계']",,대졸(4년제) 이상,정규직,면접 후 결정,서울 강남구,2025.03.22 17:00,2025.04.21 23:59,사람인 입사지원,자유양식,PHILIP,02-525-9912,"[채용 공고 내용]  
채용인원: 해당 사항 없음  
근무형태: 정규직  
근무일시: 해당 사항 없음  
근무지역: 서울  
전형절차: 해당 사항 없음  
접수방법: 국문이력서 및 경력중심 자기소개서 제출  

[채용 공고 주요 내용]  
- 주요 업무: 풍력발전기용 베어링 개발 리딩 Engineer, 국책과제 관리  
- 자격 요건: 풍력발전기 기계부품 개발(설계 또는 구조해석) 경력 10년 이상, 풍력발전기 Pitch, Yaw 베어링 설계하중 및 요구사항 이해 필수, 영어 가능자  
- 우대 사항: 해당 사항 없음   

[그 외]  
- 그 외 정보:   
  - 회사소개: 풍력부품 관련 중견기업  
  - 연봉: 협의 가능  
  - 제출처 및 문의처: 담당자 맨파워코리아 정성윤 이사, 전화 051-624-1356, E-mail richard.jung@manpower.co.kr"
rec-50306075,엔터웨이파트너스,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=c3BHeWp2VHdVUzF3UkpncG5QZS91UT09,IT그룹 대기업 계열사 (개발PM),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50306075,"['머신러닝', 'PM(프로젝트매니저)', '개발PM']",,대졸(4년제) 이상,정규직,면접 후 결정,"서울 강남구, 서울전체",2025.03.21 17:00,2025.04.20 23:59,"사람인 입사지원, 홈페이지 지원",사람인 이력서 양식,채훈 수석컨설턴트,02-6281-5018,"[채용 공고 내용]  
채용인원: 해당 사항 없음  
근무형태: 정규직  
근무일시: 해당 사항 없음  
근무지역: 서울  
전형절차: 해당 사항 없음  
접수방법: 이력서 (프로파일) 제출  

[채용 공고 주요 내용]  
- 주요 업무: 어플리케이션 개발 PM  
- 자격 요건: 어플리케이션 구축 사업의 PM 경력 (7년 이상), 서비스 요구사항 분석 능력 및 개발 요건 구체화 능력, IT시스템/개발체계/프로세스 관련 지식, AI/ML 프로젝트 구축 및 운영 PM 경험, 콘텐츠에 대한 이해와 구성 능력, 중/대 규모 프로젝트 수행 경험 (PL/PM) 및 핸즈온 가능자  
- 우대 사항: 문서작성 능력, 다수의 이해 당사자와 의사소통 능력  

[그 외]  
- 그 외 정보:  
  - 회사 소개: 대기업 IT 계열 클라우드 네이티브 기술 전문 기업  
  - 제출처: 담당자명 - 채훈 수석컨설턴트, 전화번호 - 02-6281-5018  
  - 웹사이트: www.nterway.com  
  - 개인정보 수집 관련 고지사항: 주민등록번호 및 신체적 조건 등의 정보 수집 금지  "
rec-50310867,(주)스텝씨,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=N1ZPUjRmWmhaUmxYdXBZcTN1YmhuQT09,"중국계 의료기기기업 (한국 국내 영업, 영어, 서울)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50310867,"['기술영업', '거래처영업', '고객관리']",경력 6년 ↑,대졸(4년제) 이상,정규직,면접 후 결정,서울 강남구,2025.03.23 09:00,2025.04.10 23:59,사람인 입사지원,사람인 이력서 양식,최철수 (헤드헌팅사업부),070-8666-1808 / 010-2214-2452,"[채용 공고 내용]  
채용인원: 해당 사항 없음  
근무형태: 정규직  
근무일시: 해당 사항 없음  
근무지역: 서울  
전형절차: 해당 사항 없음  
접수방법: 이메일  

[채용 공고 주요 내용]  
- 주요 업무: 초음파 기기 및 의료용 모니터 등 의료 영상기기 영업, 박람회 및 전시회 참가, 시장 정보 수집 및 모니터링, 보고 등  
- 자격 요건: 학사 이상(공학, 생물의학 등 관련학과), 5년 이상의 의료기기 분야 영업 경력, 영어 능통  
- 우대 사항: 의료용 모니터 영업 경험자, 정규직 팀 관리 경험 있는 분  

[그 외]  
- 그 외 정보:  
  - 기업: 중국계 의료기기기업  
  - 영어 필수  
  - 제출서류: 한글 및 영문 이력서, 경력기술서, 자기소개서  
  - 담당자: 사람과기술 / 스텝씨 헤드헌팅사업부 최철수 이사 (cschoi@pntc.co.kr / 010-2214-2452 / 070-8666-1808)  
  - 지원서 검토 후 적합한 분에게 메일 또는 전화로 안내, 포지션이 마감될 수 있음.  "
